inventory_key,product_id,product_name,category,brand,inventory_date,stock_received,damaged_stock,usable_stock
53,6405,Baby Food,Baby Care,Kashyap-Reddy,01-07-2024,1,0,1
54,6405,Baby Food,Baby Care,Kashyap-Reddy,01-06-2024,2,0,2
55,6405,Baby Food,Baby Care,Kashyap-Reddy,01-06-2024,1,0,1
56,6405,Baby Food,Baby Care,Kashyap-Reddy,01-05-2024,2,0,2
57,6405,Baby Food,Baby Care,Kashyap-Reddy,01-05-2024,1,0,1
58,6405,Baby Food,Baby Care,Kashyap-Reddy,01-05-2024,1,0,1
59,6405,Baby Food,Baby Care,Kashyap-Reddy,01-04-2024,1,0,1
60,6405,Baby Food,Baby Care,Kashyap-Reddy,01-04-2024,1,0,1
61,6405,Baby Food,Baby Care,Kashyap-Reddy,01-04-2024,2,0,2
62,6405,Baby Food,Baby Care,Kashyap-Reddy,01-02-2024,4,0,4
63,6405,Baby Food,Baby Care,Kashyap-Reddy,01-03-2024,1,0,1
64,6405,Baby Food,Baby Care,Kashyap-Reddy,01-03-2024,1,0,1
65,6405,Baby Food,Baby Care,Kashyap-Reddy,01-02-2024,3,0,3
66,6405,Baby Food,Baby Care,Kashyap-Reddy,01-01-2024,2,0,2
67,6405,Baby Food,Baby Care,Kashyap-Reddy,01-01-2024,3,0,3
68,6405,Baby Food,Baby Care,Kashyap-Reddy,01-01-2024,3,0,3
69,6405,Baby Food,Baby Care,Kashyap-Reddy,01-12-2023,1,0,1
70,6405,Baby Food,Baby Care,Kashyap-Reddy,01-12-2023,3,0,3
71,6405,Baby Food,Baby Care,Kashyap-Reddy,01-12-2023,2,0,2
72,6405,Baby Food,Baby Care,Kashyap-Reddy,01-12-2023,2,0,2
73,6405,Baby Food,Baby Care,Kashyap-Reddy,01-11-2023,1,0,1
74,6405,Baby Food,Baby Care,Kashyap-Reddy,01-10-2023,1,1,0
75,6405,Baby Food,Baby Care,Kashyap-Reddy,01-11-2023,1,0,1
76,6405,Baby Food,Baby Care,Kashyap-Reddy,01-11-2023,2,0,2
77,6405,Baby Food,Baby Care,Kashyap-Reddy,01-12-2023,3,0,3
78,6405,Baby Food,Baby Care,Kashyap-Reddy,01-10-2023,1,0,1
79,6405,Baby Food,Baby Care,Kashyap-Reddy,01-10-2023,1,0,1
80,6405,Baby Food,Baby Care,Kashyap-Reddy,01-10-2023,2,0,2
81,6405,Baby Food,Baby Care,Kashyap-Reddy,01-09-2023,1,0,1
82,6405,Baby Food,Baby Care,Kashyap-Reddy,01-08-2023,1,1,0
83,6405,Baby Food,Baby Care,Kashyap-Reddy,01-09-2023,2,0,2
84,6405,Baby Food,Baby Care,Kashyap-Reddy,01-09-2023,1,0,1
85,6405,Baby Food,Baby Care,Kashyap-Reddy,01-08-2023,1,0,1
86,6405,Baby Food,Baby Care,Kashyap-Reddy,01-08-2023,1,0,1
87,6405,Baby Food,Baby Care,Kashyap-Reddy,01-08-2023,1,0,1
88,6405,Baby Food,Baby Care,Kashyap-Reddy,01-07-2023,1,0,1
89,6405,Baby Food,Baby Care,Kashyap-Reddy,01-07-2023,1,0,1
90,6405,Baby Food,Baby Care,Kashyap-Reddy,01-07-2023,1,0,1
91,6405,Baby Food,Baby Care,Kashyap-Reddy,01-06-2023,1,0,1
92,6405,Baby Food,Baby Care,Kashyap-Reddy,01-06-2023,1,0,1
93,6405,Baby Food,Baby Care,Kashyap-Reddy,01-06-2023,1,0,1
94,6405,Baby Food,Baby Care,Kashyap-Reddy,01-06-2023,1,0,1
95,6405,Baby Food,Baby Care,Kashyap-Reddy,01-05-2023,2,0,2
96,6405,Baby Food,Baby Care,Kashyap-Reddy,01-05-2023,2,1,1
97,6405,Baby Food,Baby Care,Kashyap-Reddy,01-05-2023,1,0,1
98,6405,Baby Food,Baby Care,Kashyap-Reddy,01-04-2023,1,0,1
99,6405,Baby Food,Baby Care,Kashyap-Reddy,01-04-2023,1,0,1
100,6405,Baby Food,Baby Care,Kashyap-Reddy,01-04-2023,1,0,1
101,6405,Baby Food,Baby Care,Kashyap-Reddy,01-04-2023,2,0,2
102,6405,Baby Food,Baby Care,Kashyap-Reddy,01-03-2023,3,0,3
103,6405,Baby Food,Baby Care,Kashyap-Reddy,01-03-2023,3,0,3
104,6405,Baby Food,Baby Care,Kashyap-Reddy,01-03-2023,2,0,2
105,9436,Toothpaste,Personal Care,Naidu PLC,01-03-2023,3,0,3
106,9436,Toothpaste,Personal Care,Naidu PLC,01-03-2023,1,0,1
107,9436,Toothpaste,Personal Care,Naidu PLC,01-03-2023,2,0,2
108,9436,Toothpaste,Personal Care,Naidu PLC,01-04-2023,2,0,2
109,9436,Toothpaste,Personal Care,Naidu PLC,01-04-2023,1,0,1
110,9436,Toothpaste,Personal Care,Naidu PLC,01-04-2023,1,0,1
111,9436,Toothpaste,Personal Care,Naidu PLC,01-04-2023,1,0,1
112,9436,Toothpaste,Personal Care,Naidu PLC,01-05-2023,2,0,2
113,9436,Toothpaste,Personal Care,Naidu PLC,01-05-2023,1,0,1
114,9436,Toothpaste,Personal Care,Naidu PLC,01-05-2023,1,0,1
115,9436,Toothpaste,Personal Care,Naidu PLC,01-06-2023,1,0,1
116,9436,Toothpaste,Personal Care,Naidu PLC,01-06-2023,1,0,1
117,9436,Toothpaste,Personal Care,Naidu PLC,01-06-2023,1,0,1
118,9436,Toothpaste,Personal Care,Naidu PLC,01-06-2023,1,1,0
119,9436,Toothpaste,Personal Care,Naidu PLC,01-07-2023,1,0,1
120,9436,Toothpaste,Personal Care,Naidu PLC,01-07-2023,1,0,1
121,9436,Toothpaste,Personal Care,Naidu PLC,01-08-2023,1,0,1
122,9436,Toothpaste,Personal Care,Naidu PLC,01-07-2023,1,0,1
123,9436,Toothpaste,Personal Care,Naidu PLC,01-08-2023,1,0,1
124,9436,Toothpaste,Personal Care,Naidu PLC,01-09-2023,2,0,2
125,9436,Toothpaste,Personal Care,Naidu PLC,01-09-2023,2,0,2
126,9436,Toothpaste,Personal Care,Naidu PLC,01-09-2023,1,0,1
127,9436,Toothpaste,Personal Care,Naidu PLC,01-09-2023,1,0,1
128,9436,Toothpaste,Personal Care,Naidu PLC,01-09-2023,1,0,1
129,9436,Toothpaste,Personal Care,Naidu PLC,01-08-2023,1,0,1
130,9436,Toothpaste,Personal Care,Naidu PLC,01-10-2023,1,0,1
131,9436,Toothpaste,Personal Care,Naidu PLC,01-10-2023,2,0,2
132,9436,Toothpaste,Personal Care,Naidu PLC,01-10-2023,1,0,1
133,9436,Toothpaste,Personal Care,Naidu PLC,01-10-2023,1,0,1
134,9436,Toothpaste,Personal Care,Naidu PLC,01-10-2023,2,0,2
135,9436,Toothpaste,Personal Care,Naidu PLC,01-11-2023,2,0,2
136,9436,Toothpaste,Personal Care,Naidu PLC,01-11-2023,2,0,2
137,9436,Toothpaste,Personal Care,Naidu PLC,01-11-2023,1,0,1
138,9436,Toothpaste,Personal Care,Naidu PLC,01-12-2023,2,0,2
139,9436,Toothpaste,Personal Care,Naidu PLC,01-12-2023,3,0,3
140,9436,Toothpaste,Personal Care,Naidu PLC,01-12-2023,1,0,1
141,9436,Toothpaste,Personal Care,Naidu PLC,01-01-2024,3,1,2
142,9436,Toothpaste,Personal Care,Naidu PLC,01-01-2024,3,0,3
143,9436,Toothpaste,Personal Care,Naidu PLC,01-02-2024,3,0,3
144,9436,Toothpaste,Personal Care,Naidu PLC,01-02-2024,3,0,3
145,9436,Toothpaste,Personal Care,Naidu PLC,01-03-2024,1,0,1
146,9436,Toothpaste,Personal Care,Naidu PLC,01-03-2024,1,0,1
147,9436,Toothpaste,Personal Care,Naidu PLC,01-04-2024,1,0,1
148,9436,Toothpaste,Personal Care,Naidu PLC,01-05-2024,1,0,1
149,9436,Toothpaste,Personal Care,Naidu PLC,01-06-2024,1,0,1
150,9436,Toothpaste,Personal Care,Naidu PLC,01-06-2024,1,1,0
151,9436,Toothpaste,Personal Care,Naidu PLC,01-07-2024,1,0,1
152,9436,Toothpaste,Personal Care,Naidu PLC,01-08-2024,1,0,1
153,9436,Toothpaste,Personal Care,Naidu PLC,01-08-2024,1,0,1
154,9436,Toothpaste,Personal Care,Naidu PLC,01-09-2024,3,0,3
155,9436,Toothpaste,Personal Care,Naidu PLC,01-09-2024,3,0,3
156,9436,Toothpaste,Personal Care,Naidu PLC,01-10-2024,3,0,3
157,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-10-2024,3,0,3
158,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-10-2024,1,0,1
159,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-11-2024,3,0,3
160,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-10-2024,1,0,1
161,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-11-2024,1,0,1
162,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-09-2024,3,0,3
163,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-09-2024,3,0,3
164,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-10-2024,3,0,3
165,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-09-2024,1,0,1
166,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-08-2024,4,0,4
167,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-07-2024,1,0,1
168,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-08-2024,1,0,1
169,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-07-2024,1,0,1
170,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-07-2024,1,0,1
171,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-06-2024,2,0,2
172,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-06-2024,1,0,1
173,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-06-2024,1,0,1
174,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-05-2024,1,0,1
175,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-05-2024,2,0,2
176,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-04-2024,1,0,1
177,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-04-2024,2,0,2
178,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-04-2024,1,0,1
179,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-03-2024,2,0,2
180,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-03-2024,1,0,1
181,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-02-2024,1,0,1
182,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-03-2024,2,0,2
183,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-03-2024,1,0,1
184,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-02-2024,3,0,3
185,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-01-2024,2,0,2
186,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-01-2024,3,0,3
187,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-12-2023,3,0,3
188,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-12-2023,3,0,3
189,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-12-2023,1,0,1
190,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-12-2023,2,0,2
191,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-11-2023,2,0,2
192,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-11-2023,3,0,3
193,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-11-2023,3,0,3
194,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-11-2023,1,0,1
195,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-11-2023,2,0,2
196,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-10-2023,2,0,2
197,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-10-2023,1,0,1
198,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-10-2023,1,1,0
199,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-10-2023,1,0,1
200,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-09-2023,1,0,1
201,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-08-2023,1,0,1
202,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-08-2023,1,1,0
203,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-09-2023,2,0,2
204,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-09-2023,1,0,1
205,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-08-2023,1,0,1
206,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-07-2023,1,0,1
207,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-08-2023,1,0,1
208,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-07-2023,1,0,1
209,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-07-2023,1,0,1
210,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-06-2023,1,0,1
211,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-06-2023,2,0,2
212,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-06-2023,1,0,1
213,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-06-2023,1,0,1
214,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-05-2023,1,0,1
215,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-05-2023,1,0,1
216,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-05-2023,2,0,2
217,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-05-2023,2,0,2
218,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-04-2023,1,0,1
219,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-04-2023,1,0,1
220,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-04-2023,2,0,2
221,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-04-2023,1,0,1
222,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-03-2023,1,0,1
223,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-03-2023,1,0,1
224,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-04-2023,1,0,1
225,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-03-2023,4,0,4
226,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-03-2023,4,0,4
227,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,01-03-2023,1,0,1
228,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-03-2023,2,0,2
229,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-03-2023,1,0,1
230,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-03-2023,2,0,2
231,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-04-2023,1,0,1
232,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-04-2023,1,0,1
233,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-05-2023,2,0,2
234,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-05-2023,1,0,1
235,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-05-2023,1,0,1
236,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-05-2023,1,0,1
237,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-05-2023,1,0,1
238,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-06-2023,1,0,1
239,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-06-2023,1,0,1
240,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-06-2023,1,1,0
241,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-06-2023,1,0,1
242,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-06-2023,1,1,0
243,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-07-2023,1,0,1
244,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-08-2023,1,0,1
245,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-07-2023,1,0,1
246,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-08-2023,1,0,1
247,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-07-2023,1,0,1
248,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-07-2023,1,0,1
249,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-07-2023,1,0,1
250,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-08-2023,1,0,1
251,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-08-2023,1,0,1
252,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-09-2023,1,0,1
253,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-09-2023,1,0,1
254,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-10-2023,1,0,1
255,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-10-2023,2,0,2
256,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-11-2023,1,0,1
257,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-11-2023,2,0,2
258,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-11-2023,3,0,3
259,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-11-2023,3,0,3
260,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-11-2023,1,0,1
261,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-10-2023,1,0,1
262,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-12-2023,1,0,1
263,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-12-2023,3,0,3
264,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-12-2023,2,0,2
265,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-12-2023,3,0,3
266,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-12-2023,2,0,2
267,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-01-2024,3,0,3
268,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-01-2024,2,0,2
269,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-02-2024,3,0,3
270,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-02-2024,3,0,3
271,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-03-2024,2,0,2
272,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-03-2024,1,0,1
273,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-03-2024,2,0,2
274,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-04-2024,2,0,2
275,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-03-2024,1,0,1
276,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-04-2024,2,1,1
277,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-04-2024,1,0,1
278,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-04-2024,1,0,1
279,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-05-2024,1,0,1
280,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-05-2024,2,0,2
281,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-06-2024,1,0,1
282,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-06-2024,2,0,2
283,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-06-2024,2,0,2
284,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-05-2024,1,0,1
285,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-05-2024,2,0,2
286,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-06-2024,1,1,0
287,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-07-2024,1,0,1
288,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-07-2024,4,0,4
289,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-07-2024,1,0,1
290,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-08-2024,1,0,1
291,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-08-2024,1,0,1
292,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-08-2024,1,0,1
293,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-09-2024,3,0,3
294,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-09-2024,1,0,1
295,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-09-2024,3,0,3
296,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-09-2024,1,0,1
297,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-11-2024,3,0,3
298,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-11-2024,1,0,1
299,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-10-2024,1,0,1
300,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-10-2024,3,0,3
301,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,01-10-2024,3,0,3
302,15314,Cheese,Dairy & Breakfast,Banik-Ratta,01-10-2024,3,0,3
303,15314,Cheese,Dairy & Breakfast,Banik-Ratta,01-10-2024,1,0,1
304,15314,Cheese,Dairy & Breakfast,Banik-Ratta,01-10-2024,3,0,3
305,15314,Cheese,Dairy & Breakfast,Banik-Ratta,01-11-2024,3,0,3
306,15314,Cheese,Dairy & Breakfast,Banik-Ratta,01-11-2024,3,0,3
307,15314,Cheese,Dairy & Breakfast,Banik-Ratta,01-09-2024,3,0,3
308,15314,Cheese,Dairy & Breakfast,Banik-Ratta,01-09-2024,1,0,1
309,15314,Cheese,Dairy & Breakfast,Banik-Ratta,01-09-2024,3,0,3
310,15314,Cheese,Dairy & Breakfast,Banik-Ratta,01-09-2024,1,0,1
311,15314,Cheese,Dairy & Breakfast,Banik-Ratta,01-08-2024,3,0,3
312,15314,Cheese,Dairy & Breakfast,Banik-Ratta,01-08-2024,1,0,1
313,15314,Cheese,Dairy & Breakfast,Banik-Ratta,01-08-2024,1,0,1
314,15314,Cheese,Dairy & Breakfast,Banik-Ratta,01-08-2024,1,0,1
315,15314,Cheese,Dairy & Breakfast,Banik-Ratta,01-07-2024,1,0,1
316,15314,Cheese,Dairy & Breakfast,Banik-Ratta,01-07-2024,1,0,1
317,15314,Cheese,Dairy & Breakfast,Banik-Ratta,01-07-2024,1,0,1
318,15314,Cheese,Dairy & Breakfast,Banik-Ratta,01-07-2024,1,0,1
